model,pair_id,scenario_id,axis,source_basis,query_token_jaccard,query_sequence_similarity,focal_allow_correct,focal_block_correct,strict_focal_pair_consistency,focal_direction_accuracy,focal_directional_margin,focal_unknown_argmax_rate,stable_control_accuracy,stable_control_overflip_rate,stable_control_correct_count,stable_control_judgment_count,stable_control_overflip_count,stable_control_candidate_count,candidate_accuracy,candidate_correct_count,candidate_judgment_count,candidate_multiclass_brier,candidate_multiclass_brier_sum,candidate_unknown_argmax_rate,candidate_unknown_argmax_count,candidate_unknown_probability,candidate_unknown_probability_sum
released_oracle,time-promo-p1,time-promo,as_of_time,controlled_validity_interval,0.8571428571428571,0.9774436090225563,True,True,1,1,1.0,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0,0.0,0.0,0,0.0,0.0
released_oracle,time-promo-p2,time-promo,as_of_time,controlled_validity_interval,0.8,0.9622641509433962,True,True,1,1,1.0,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0,0.0,0.0,0,0.0,0.0
released_oracle,time-oncall-p1,time-oncall,as_of_time,controlled_oncall_interval,0.8461538461538461,0.9734513274336283,True,True,1,1,1.0,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0,0.0,0.0,0,0.0,0.0
released_oracle,time-oncall-p2,time-oncall,as_of_time,controlled_oncall_interval,0.8181818181818182,0.9811320754716981,True,True,1,1,1.0,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0,0.0,0.0,0,0.0,0.0
released_oracle,time-address-p1,time-address,as_of_time,controlled_address_interval,0.8181818181818182,0.9444444444444444,True,True,1,1,1.0,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0,0.0,0.0,0,0.0,0.0
released_oracle,time-address-p2,time-address,as_of_time,controlled_address_interval,0.8,0.9782608695652174,True,True,1,1,1.0,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0,0.0,0.0,0,0.0,0.0
released_oracle,time-consent-p1,time-consent,as_of_time,controlled_consent_interval,0.8666666666666667,0.9506172839506173,True,True,1,1,1.0,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0,0.0,0.0,0,0.0,0.0
released_oracle,time-consent-p2,time-consent,as_of_time,controlled_consent_interval,0.8333333333333334,0.9824561403508771,True,True,1,1,1.0,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0,0.0,0.0,0,0.0,0.0
no_verifier_keep_all,scope-market-p1,scope-market,principal_scope,rhelm_wrong_namespace_market,0.9166666666666666,0.9461077844311377,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,scope-market-p2,scope-market,principal_scope,rhelm_wrong_namespace_market,0.9166666666666666,0.9403973509933775,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,scope-shipping-p1,scope-shipping,principal_scope,controlled_shipping_address,0.9,0.9365079365079365,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,scope-shipping-p2,scope-shipping,principal_scope,controlled_shipping_address,0.9090909090909091,0.9411764705882353,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,scope-project-p1,scope-project,principal_scope,controlled_project_namespace,0.9,0.9343065693430657,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,scope-project-p2,scope-project,principal_scope,controlled_project_namespace,0.75,0.9180327868852459,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,scope-calendar-p1,scope-calendar,principal_scope,controlled_calendar_preference,0.9,0.9428571428571428,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,scope-calendar-p2,scope-calendar,principal_scope,controlled_calendar_preference,0.9,0.9322033898305084,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,intent-lisbon-p1,intent-lisbon,lifecycle_intent,memops_superseded_lisbon_date,0.5384615384615384,0.8467153284671532,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,intent-lisbon-p2,intent-lisbon,lifecycle_intent,memops_superseded_lisbon_date,0.75,0.8840579710144928,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,intent-medication-p1,intent-medication,lifecycle_intent,memops_historical_metformin_timeline,0.5454545454545454,0.8548387096774194,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,intent-medication-p2,intent-medication,lifecycle_intent,memops_historical_metformin_timeline,0.7272727272727273,0.8787878787878788,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,intent-deadline-p1,intent-deadline,lifecycle_intent,controlled_project_deadline,0.5,0.8205128205128205,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,intent-deadline-p2,intent-deadline,lifecycle_intent,controlled_project_deadline,0.7272727272727273,0.873015873015873,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,intent-address-p1,intent-address,lifecycle_intent,controlled_address_update,0.7272727272727273,0.8709677419354839,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,intent-address-p2,intent-address,lifecycle_intent,controlled_address_update,0.75,0.8827586206896552,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,policy-incident-p1,policy-incident,policy_purpose,controlled_restricted_incident_note,0.7142857142857143,0.8888888888888888,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,policy-incident-p2,policy-incident,policy_purpose,controlled_restricted_incident_note,0.5714285714285714,0.7724137931034483,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,policy-expense-p1,policy-expense,policy_purpose,controlled_expense_review,0.6666666666666666,0.8527131782945736,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,policy-expense-p2,policy-expense,policy_purpose,controlled_expense_review,0.6666666666666666,0.8707482993197279,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,policy-medical-p1,policy-medical,policy_purpose,controlled_medical_consent,0.6153846153846154,0.7945205479452054,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,policy-medical-p2,policy-medical,policy_purpose,controlled_medical_consent,0.6153846153846154,0.7972972972972973,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,policy-forget-audit-p1,policy-forget-audit,policy_purpose,memops_forgotten_phone_detail,0.75,0.8843537414965986,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,policy-forget-audit-p2,policy-forget-audit,policy_purpose,memops_forgotten_phone_detail,0.75,0.8982035928143712,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,time-promo-p1,time-promo,as_of_time,controlled_validity_interval,0.8571428571428571,0.9774436090225563,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,time-promo-p2,time-promo,as_of_time,controlled_validity_interval,0.8,0.9622641509433962,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,time-oncall-p1,time-oncall,as_of_time,controlled_oncall_interval,0.8461538461538461,0.9734513274336283,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,time-oncall-p2,time-oncall,as_of_time,controlled_oncall_interval,0.8181818181818182,0.9811320754716981,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,time-address-p1,time-address,as_of_time,controlled_address_interval,0.8181818181818182,0.9444444444444444,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,time-address-p2,time-address,as_of_time,controlled_address_interval,0.8,0.9782608695652174,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,time-consent-p1,time-consent,as_of_time,controlled_consent_interval,0.8666666666666667,0.9506172839506173,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
no_verifier_keep_all,time-consent-p2,time-consent,as_of_time,controlled_consent_interval,0.8333333333333334,0.9824561403508771,True,False,0,0,0.0,0.0,0.5,0.0,2,4,0,2,0.5,3,6,1.0,6.0,0.0,0,0.0,0.0
OpenAI/gpt-5.6-sol,scope-market-p1,scope-market,principal_scope,rhelm_wrong_namespace_market,0.9166666666666666,0.9461077844311377,True,True,1,1,0.975,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.00040000000000000045,0.002400000000000003,0.0,0,0.005,0.03
OpenAI/gpt-5.6-sol,scope-market-p2,scope-market,principal_scope,rhelm_wrong_namespace_market,0.9166666666666666,0.9403973509933775,True,True,1,1,0.975,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.00046666666666666715,0.002800000000000003,0.0,0,0.006666666666666667,0.04
OpenAI/gpt-5.6-sol,scope-shipping-p1,scope-shipping,principal_scope,controlled_shipping_address,0.9,0.9365079365079365,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.000559333333333334,0.003356000000000004,0.0,0,0.009333333333333334,0.05600000000000001
OpenAI/gpt-5.6-sol,scope-shipping-p2,scope-shipping,principal_scope,controlled_shipping_address,0.9090909090909091,0.9411764705882353,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.000559333333333334,0.003356000000000004,0.0,0,0.009333333333333334,0.056
OpenAI/gpt-5.6-sol,scope-project-p1,scope-project,principal_scope,controlled_project_namespace,0.9,0.9343065693430657,True,True,1,1,0.9775,0.0,0.5,1.0,2,4,2,2,0.6666666666666666,4,6,0.6095166666666666,3.6571,0.16666666666666666,1,0.15666666666666668,0.9400000000000001
OpenAI/gpt-5.6-sol,scope-project-p2,scope-project,principal_scope,controlled_project_namespace,0.75,0.9180327868852459,True,True,1,1,0.9775,0.0,0.25,0.5,1,4,1,2,0.5,3,6,0.86525,5.1915,0.3333333333333333,2,0.2966666666666667,1.78
OpenAI/gpt-5.6-sol,scope-calendar-p1,scope-calendar,principal_scope,controlled_calendar_preference,0.9,0.9428571428571428,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.000583333333333334,0.003500000000000004,0.0,0,0.01,0.060000000000000005
OpenAI/gpt-5.6-sol,scope-calendar-p2,scope-calendar,principal_scope,controlled_calendar_preference,0.9,0.9322033898305084,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0003833333333333338,0.0023000000000000026,0.0,0,0.008333333333333333,0.049999999999999996
OpenAI/gpt-5.6-sol,intent-lisbon-p1,intent-lisbon,lifecycle_intent,memops_superseded_lisbon_date,0.5384615384615384,0.8467153284671532,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0003853333333333337,0.0023120000000000024,0.0,0,0.007,0.042
OpenAI/gpt-5.6-sol,intent-lisbon-p2,intent-lisbon,lifecycle_intent,memops_superseded_lisbon_date,0.75,0.8840579710144928,True,True,1,1,0.9775,0.0,0.75,0.5,3,4,1,2,0.8333333333333334,5,6,0.3235843333333333,1.941506,0.0,0,0.0051666666666666675,0.031000000000000003
OpenAI/gpt-5.6-sol,intent-medication-p1,intent-medication,lifecycle_intent,memops_historical_metformin_timeline,0.5454545454545454,0.8548387096774194,True,True,1,1,0.9775,0.0,0.75,0.5,3,4,1,2,0.8333333333333334,5,6,0.32358533333333334,1.941512,0.0,0,0.005333333333333333,0.032
OpenAI/gpt-5.6-sol,intent-medication-p2,intent-medication,lifecycle_intent,memops_historical_metformin_timeline,0.7272727272727273,0.8787878787878788,True,True,1,1,0.98,0.0,0.75,0.5,3,4,1,2,0.8333333333333334,5,6,0.317,1.902,0.0,0,0.0016666666666666668,0.01
OpenAI/gpt-5.6-sol,intent-deadline-p1,intent-deadline,lifecycle_intent,controlled_project_deadline,0.5,0.8205128205128205,True,True,1,1,0.975,0.0,0.75,0.5,3,4,1,2,0.8333333333333334,5,6,0.32359266666666664,1.9415559999999998,0.0,0,0.004333333333333334,0.026000000000000002
OpenAI/gpt-5.6-sol,intent-deadline-p2,intent-deadline,lifecycle_intent,controlled_project_deadline,0.7272727272727273,0.873015873015873,True,True,1,1,0.9824999999999999,0.0,0.75,0.5,3,4,1,2,0.8333333333333334,5,6,0.323525,1.94115,0.0,0,0.0025,0.015
OpenAI/gpt-5.6-sol,intent-address-p1,intent-address,lifecycle_intent,controlled_address_update,0.7272727272727273,0.8709677419354839,True,True,1,1,0.9824999999999999,0.0,0.75,0.5,3,4,1,2,0.8333333333333334,5,6,0.323525,1.94115,0.0,0,0.0025,0.015
OpenAI/gpt-5.6-sol,intent-address-p2,intent-address,lifecycle_intent,controlled_address_update,0.75,0.8827586206896552,True,True,1,1,0.9775,0.0,0.75,0.5,3,4,1,2,0.8333333333333334,5,6,0.3235843333333333,1.941506,0.0,0,0.0051666666666666675,0.031000000000000003
OpenAI/gpt-5.6-sol,policy-incident-p1,policy-incident,policy_purpose,controlled_restricted_incident_note,0.7142857142857143,0.8888888888888888,True,True,1,1,0.9924999999999999,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0001343333333333335,0.0008060000000000009,0.0,0,0.0035,0.021
OpenAI/gpt-5.6-sol,policy-incident-p2,policy-incident,policy_purpose,controlled_restricted_incident_note,0.5714285714285714,0.7724137931034483,True,True,1,1,0.9924999999999999,0.0,0.75,0.5,3,4,1,2,0.8333333333333334,5,6,0.25849266666666665,1.5509559999999998,0.16666666666666666,1,0.15433333333333335,0.926
OpenAI/gpt-5.6-sol,policy-expense-p1,policy-expense,policy_purpose,controlled_expense_review,0.6666666666666666,0.8527131782945736,True,True,1,1,0.9924999999999999,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.5998926666666667,3.599356,0.3333333333333333,2,0.3093333333333333,1.8559999999999999
OpenAI/gpt-5.6-sol,policy-expense-p2,policy-expense,policy_purpose,controlled_expense_review,0.6666666666666666,0.8707482993197279,True,True,1,1,0.991,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.6071946666666667,3.6431679999999997,0.3333333333333333,2,0.308,1.8479999999999999
OpenAI/gpt-5.6-sol,policy-medical-p1,policy-medical,policy_purpose,controlled_medical_consent,0.6153846153846154,0.7945205479452054,True,True,1,1,0.9924999999999999,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.6656936666666667,3.994162,0.0,0,0.0011666666666666668,0.007
OpenAI/gpt-5.6-sol,policy-medical-p2,policy-medical,policy_purpose,controlled_medical_consent,0.6153846153846154,0.7972972972972973,True,True,1,1,0.9924999999999999,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.6656936666666667,3.994162,0.0,0,0.0011666666666666668,0.007
OpenAI/gpt-5.6-sol,policy-forget-audit-p1,policy-forget-audit,policy_purpose,memops_forgotten_phone_detail,0.75,0.8843537414965986,True,True,1,1,0.9884999999999999,0.0,0.5,0.5,2,4,1,2,0.6666666666666666,4,6,0.6031019999999999,3.6186119999999997,0.16666666666666666,1,0.14366666666666666,0.862
OpenAI/gpt-5.6-sol,policy-forget-audit-p2,policy-forget-audit,policy_purpose,memops_forgotten_phone_detail,0.75,0.8982035928143712,True,True,1,1,0.975,0.0,0.5,0.5,2,4,1,2,0.6666666666666666,4,6,0.5738,3.4427999999999996,0.16666666666666666,1,0.13833333333333334,0.8300000000000001
OpenAI/gpt-5.6-sol,time-promo-p1,time-promo,as_of_time,controlled_validity_interval,0.8571428571428571,0.9774436090225563,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0005416666666666672,0.0032500000000000033,0.0,0,0.009166666666666667,0.055
OpenAI/gpt-5.6-sol,time-promo-p2,time-promo,as_of_time,controlled_validity_interval,0.8,0.9622641509433962,True,True,1,1,0.975,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0006000000000000006,0.003600000000000004,0.0,0,0.008333333333333333,0.05
OpenAI/gpt-5.6-sol,time-oncall-p1,time-oncall,as_of_time,controlled_oncall_interval,0.8461538461538461,0.9734513274336283,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.00045833333333333387,0.0027500000000000033,0.0,0,0.009166666666666667,0.055
OpenAI/gpt-5.6-sol,time-oncall-p2,time-oncall,as_of_time,controlled_oncall_interval,0.8181818181818182,0.9811320754716981,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0003750000000000005,0.002250000000000003,0.0,0,0.0075,0.045
OpenAI/gpt-5.6-sol,time-address-p1,time-address,as_of_time,controlled_address_interval,0.8181818181818182,0.9444444444444444,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.0004926666666666672,0.0029560000000000033,0.0,0,0.007666666666666668,0.046000000000000006
OpenAI/gpt-5.6-sol,time-address-p2,time-address,as_of_time,controlled_address_interval,0.8,0.9782608695652174,True,True,1,1,0.9775,0.0,1.0,0.0,4,4,0,2,1.0,6,6,0.000367666666666667,0.0022060000000000022,0.0,0,0.006833333333333334,0.041
OpenAI/gpt-5.6-sol,time-consent-p1,time-consent,as_of_time,controlled_consent_interval,0.8666666666666667,0.9506172839506173,True,True,1,1,0.991,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.6554876666666666,3.9329259999999997,0.0,0,0.004000000000000001,0.024000000000000004
OpenAI/gpt-5.6-sol,time-consent-p2,time-consent,as_of_time,controlled_consent_interval,0.8333333333333334,0.9824561403508771,True,True,1,1,0.991,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.6637040000000001,3.9822240000000004,0.0,0,0.002333333333333333,0.013999999999999999
DeepSeek/deepseek-v4-pro,scope-market-p1,scope-market,principal_scope,rhelm_wrong_namespace_market,0.9166666666666666,0.9461077844311377,True,False,0,1,0.04500000000000004,0.0,0.5,0.0,2,4,0,2,0.5,3,6,0.9486333333333334,5.691800000000001,0.0,0,0.01,0.06
DeepSeek/deepseek-v4-pro,scope-market-p2,scope-market,principal_scope,rhelm_wrong_namespace_market,0.9166666666666666,0.9403973509933775,True,False,0,1,0.050000000000000044,0.0,0.5,0.0,2,4,0,2,0.5,3,6,0.9674999999999999,5.805,0.0,0,0.0,0.0
DeepSeek/deepseek-v4-pro,scope-shipping-p1,scope-shipping,principal_scope,controlled_shipping_address,0.9,0.9365079365079365,True,True,1,1,0.8500000000000001,0.0,0.5,0.5,2,4,1,2,0.6666666666666666,4,6,0.49666666666666665,2.98,0.16666666666666666,1,0.2166666666666667,1.3000000000000003
DeepSeek/deepseek-v4-pro,scope-shipping-p2,scope-shipping,principal_scope,controlled_shipping_address,0.9090909090909091,0.9411764705882353,True,True,1,1,0.96,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.6483333333333333,3.8899999999999997,0.0,0,0.011666666666666667,0.07
DeepSeek/deepseek-v4-pro,scope-project-p1,scope-project,principal_scope,controlled_project_namespace,0.9,0.9343065693430657,True,True,1,1,0.965,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.6482333333333333,3.8893999999999997,0.0,0,0.015000000000000001,0.09000000000000001
DeepSeek/deepseek-v4-pro,scope-project-p2,scope-project,principal_scope,controlled_project_namespace,0.75,0.9180327868852459,True,True,1,1,0.925,0.0,0.5,0.0,2,4,0,2,0.6666666666666666,4,6,0.5891666666666667,3.535,0.0,0,0.041666666666666664,0.25
DeepSeek/deepseek-v4-pro,scope-calendar-p1,scope-calendar,principal_scope,controlled_calendar_preference,0.9,0.9428571428571428,True,False,0,0,-0.020000000000000018,0.0,0.5,0.0,2,4,0,2,0.5,3,6,0.9712666666666667,5.8276,0.0,0,0.013333333333333334,0.08
